Bronze ,Aluminum,Distrib Net ,,Description,Ctn ,  Trade List,,2021
Cat No, Cat No,$/EA,,Category,Qty, $/EA,Mult,Cat Page
2J3A2N                 ,--,46.5195,,LUG,1,63.7254,0.73,100
2J4A2N                 ,--,63.2840,,LUG,1,86.6904,0.73,100
--,AL2J4A2N,63.2840,,LUG,1,86.6904,0.73,100
2J4A4N,,65.3196,,LUG,1,89.4788,0.73,100
--,AL2J4A4N,65.3196,,LUG,1,89.4788,0.73,100
2J5A2N                 ,AL2J5A2N,102.0618,,LUG,1,139.8107,0.73,100
2J5A4N                 ,AL2J5A4N,104.7262,,LUG,1,143.4606,0.73,100
2J5L                   ,AL2J5L,61.1685,,TERM ADAPTERS,1,83.7925,0.73,108
2J5L90                 ,AL2J5L90,61.1685,,TERM ADAPTERS,1,83.7925,0.73,108
2J6A2N                 ,AL2J6A2N,120.6216,,LUG,1,165.2351,0.73,100
2J6A4N                 ,AL2J6A4N,122.3484,,LUG,1,167.6005,0.73,100
2J6L                   ,AL2J6L,75.5886,,TERM ADAPTERS,1,103.5461,0.73,108
2J6L90                 ,AL2J6L90,75.5886,,TERM ADAPTERS,1,103.5461,0.73,108
2J7A2N                 ,AL2J7A2N,182.7278,,LUG,1,250.3121,0.73,100
2J7A4N                 ,AL2J7A4N,182.7278,,LUG,1,250.3121,0.73,100
2J7L                   ,AL2J7L,118.9748,,TERM ADAPTERS,1,162.9792,0.73,108
2J7L90                 ,AL2J7L90,118.9748,,TERM ADAPTERS,1,162.9792,0.73,108
2J8A2N,AL2J8A2N,238.0298,,LUG,1,326.0682,0.73,100
2J8A4N,AL2J8A4N,238.0298,,LUG,1,326.0682,0.73,100
2J8L                   ,AL2J8L,175.9923,,TERM ADAPTERS,1,241.0853,0.73,108
2J8L90,AL2J8L90,175.9923,,TERM ADAPTERS,1,241.0853,0.73,108
--,AL2JJ2A2N,65.6397,,LUG,1,89.9174,0.73,103
2JJ2AR2N,--,48.7953,,LUG,1,66.8429,0.73,105
--,AL2JJ2AR2N,66.0285,,LUG,1,90.4500,0.73,105
2JJ2U                  ,--,29.8466,,MULT COUPLER,1,40.8858,0.73,116
--,AL2JJ2U,44.0152,,MULT COUPLER,1,60.2948,0.73,116
2JJ3A2N                ,--,65.6397,,LUG,1,89.9174,0.73,103
2JJ3AR2N,--,66.0285,,LUG,1,90.4500,0.73,105
2JJ3U                  ,--,44.0152,,MULT COUPLER,1,60.2948,0.73,116
2JJ4A2N                ,--,94.4572,,LUG,1,129.3934,0.73,103
--,AL2JJ4A2N,94.4572,,LUG,1,129.3934,0.73,103
2JJ4A4N                ,--,97.0416,,LUG,1,132.9337,0.73,103
--,AL2JJ4A4N,97.0416,,LUG,1,132.9337,0.73,103
2JJ4AR2N,--,94.4572,,LUG,1,129.3934,0.73,105
--,AL2JJ4AR2N,94.4572,,LUG,1,129.3934,0.73,105
2JJ4AR4N               ,--,98.3796,,LUG,1,134.7666,0.73,105
--,AL2JJ4AR4N,96.4240,,LUG,1,132.0877,0.73,105
2JJ4U,--,62.1176,,MULT COUPLER,1,85.0926,0.73,116
--,AL2JJ4U,62.1176,,MULT COUPLER,1,85.0926,0.73,116
2JJ5A2N                ,AL2JJ5A2N,141.6857,,LUG,1,194.0900,0.73,103
2JJ5A4N                ,AL2JJ5A4N,143.1839,,LUG,1,196.1423,0.73,103
2JJ5AR2N               ,AL2JJ5AR2N,142.3148,,LUG,1,194.9518,0.73,105
2JJ5AR4N               ,AL2JJ5AR4N,144.1215,,LUG,1,197.4268,0.73,105
2JJ5L                  ,AL2JJ5L,109.5749,,TERM ADAPTERS,1,150.1026,0.73,109
2JJ5L90,AL2JJ5L90,109.5749,,TERM ADAPTERS,1,150.1026,0.73,109
2JJ5U                  ,AL2JJ5U,96.3441,,MULT COUPLER,1,131.9782,0.73,116
2JJ6A2N                ,AL2JJ6A2N,169.4969,,LUG,1,232.1875,0.73,103
2JJ6A4N                ,AL2JJ6A4N,171.4524,,LUG,1,234.8663,0.73,103
2JJ6AR2N               ,AL2JJ6AR2N,170.0458,,LUG,1,232.9394,0.73,105
2JJ6AR4N               ,AL2JJ6AR4N,171.8412,,LUG,1,235.3990,0.73,105
2JJ6L                  ,AL2JJ6L,134.3328,,TERM ADAPTERS,1,184.0175,0.73,109
2JJ6L90                ,AL2JJ6L90,134.3328,,TERM ADAPTERS,1,184.0175,0.73,109
2JJ6U,AL2JJ6U,109.7384,,MULT COUPLER,1,150.3266,0.73,116
2JJ7A2N                ,AL2JJ7A2N,243.0386,,LUG,1,332.9296,0.73,103
2JJ7A4N                ,AL2JJ7A4N,245.0055,,LUG,1,335.6239,0.73,103
2JJ7AR2N               ,AL2JJ7AR2N,238.5787,,LUG,1,326.8201,0.73,105
2JJ7AR4N,AL2JJ7AR4N,240.3855,,LUG,1,329.2952,0.73,105
2JJ7L                  ,AL2JJ7L,211.8654,,LUG,1,290.2266,0.73,109
2JJ7L90,AL2JJ7L90,211.8654,,TERM ADAPTERS,1,290.2266,0.73,109
2JJ7U,AL2JJ7U,166.6723,,MULT COUPLER,1,228.3182,0.73,116
2JJ8A2N                ,AL2JJ8A2N,309.7761,,LUG,1,424.3508,0.73,103
2JJ8A4N,AL2JJ8A4N,311.7315,,LUG,1,427.0295,0.73,103
2JJ8AR2N,AL2JJ8AR2N,309.9362,,LUG,1,424.5702,0.73,105
2JJ8AR4N,AL2JJ8AR4N,311.8116,,LUG,1,427.1392,0.73,105
2JJ8L,AL2JJ8L,317.5294,,TERM ADAPTERS,1,434.9718,0.73,109
2JJ8L90,AL2JJ8L90,317.5294,,TERM ADAPTERS,1,434.9718,0.73,109
2JJ8U,AL2JJ8U,211.4766,,MULT COUPLER,1,289.6940,0.73,116
2P4A4N                 ,AL2P4A4N,198.0056,,LUG,1,271.2406,0.73,107
2P4A4N90,AL2P4A4N90,255.2631,,LUG,1,349.6754,0.73,107
2P5A4N                 ,AL2P5A4N,256.2007,,LUG,1,350.9599,0.73,107
2P5A4N90               ,AL2P5A4N90,293.6405,,LUG,1,402.2473,0.73,107
2P6A4N                 ,AL2P6A4N,292.7029,,LUG,1,400.9628,0.73,107
2P6A4N90,AL2P6A4N90,348.4739,,LUG,1,477.3614,0.73,107
2P7A4N                 ,AL2P7A4N,384.2669,,LUG,1,526.3931,0.73,107
2P7A4N90               ,AL2P7A4N90,466.2708,,LUG,1,638.7271,0.73,107
2P8A4N                 ,AL2P8A4N,499.4794,,LUG,1,684.2184,0.73,107
2P8A4N90,AL2P8A4N90,599.3456,,LUG,1,821.0214,0.73,107
2X6A4N                 ,AL2X6A4N,315.9627,,LUG,1,432.8256,0.73,110
3J4A2N                 ,--,147.1748,,LUG,1,201.6094,0.73,101
--,AL3J4A2N,147.1748,,LUG,1,201.6094,0.73,101
3J4A4N                 ,--,148.4213,,LUG,1,203.3168,0.73,101
--,AL3J4A4N,148.4213,,LUG,1,203.3168,0.73,101
3J5A2N                 ,AL3J5A2N,237.8697,,LUG,1,325.8490,0.73,101
3J5A4N                 ,AL3J5A4N,238.8188,,LUG,1,327.1490,0.73,101
3J5L                   ,AL3J5L,88.5107,,TERM ADAPTERS,1,121.2475,0.73,108
3J5L90,AL3J5L90,88.5107,,TERM ADAPTERS,1,121.2475,0.73,108
3J6A2N                 ,AL3J6A2N,280.7986,,LUG,1,384.6556,0.73,101
3J6A4N                 ,AL3J6A4N,282.4453,,LUG,1,386.9113,0.73,101
3J6L                   ,AL3J6L,108.9460,,TERM ADAPTERS,1,149.2411,0.73,108
3J6L90                 ,AL3J6L90,108.9460,,TERM ADAPTERS,1,149.2411,0.73,108
3J7A2N                 ,AL3J7A2N,423.5020,,LUG,1,580.1398,0.73,101
3J7A4N                 ,AL3J7A4N,423.5020,,LUG,1,580.1398,0.73,101
3J7L                   ,AL3J7L,169.9658,,TERM ADAPTERS,1,232.8299,0.73,108
3J7L90,AL3J7L90,169.9658,,TERM ADAPTERS,1,232.8299,0.73,108
3J8A2N,AL3J8A2N,558.0635,,LUG,1,764.4706,0.73,101
3J8A4N                 ,AL3J8A4N,558.0635,,LUG,1,764.4706,0.73,101
3J8L,AL3J8L,224.8675,,TERM ADAPTERS,1,308.0377,0.73,108
3J8L90,AL3J8L90,224.8675,,TERM ADAPTERS,1,308.0377,0.73,108
--,AL3JJ2A2N,114.4236,,LUG,1,156.7446,0.73,104
3JJ2AR2N,--,84.8285,,LUG,1,116.2034,0.73,105
--,AL3JJ2AR2N,96.0353,,LUG,1,131.5552,0.73,105
3JJ2U,--,45.2732,,MULT COUPLER,1,62.0180,0.73,116
--,AL3JJ2U,45.2732,,MULT COUPLER,1,62.0180,0.73,116
3JJ3A2N                ,--,114.4350,,LUG,1,156.7603,0.73,104
3JJ3AR2N               ,--,95.3949,,LUG,1,130.6780,0.73,105
3JJ3U,--,66.1087,,MULT COUPLER,1,90.5598,0.73,116
3JJ4A2N                ,--,154.5393,,LUG,1,211.6976,0.73,104
--,AL3JJ4A2N,154.5393,,LUG,1,211.6976,0.73,104
3JJ4A4N                ,--,155.7857,,LUG,1,213.4051,0.73,104
--,AL3JJ4A4N,155.7857,,LUG,1,213.4051,0.73,104
3JJ4AR2N,--,117.8770,,LUG,1,161.4754,0.73,105
--,AL3JJ4AR2N,117.8770,,LUG,1,161.4754,0.73,105
3JJ4AR4N,--,121.0104,,LUG,1,165.7676,0.73,105
--,AL3JJ4AR4N,121.0104,,LUG,1,165.7676,0.73,105
3JJ4U,--,93.4394,,MULT COUPLER,1,127.9992,0.73,116
--,AL3JJ4U,93.4394,,MULT COUPLER,1,127.9992,0.73,116
3JJ5A2N                ,AL3JJ5A2N,249.8541,,LUG,1,342.2659,0.73,104
3JJ5A4N                ,AL3JJ5A4N,250.7232,,LUG,1,343.4564,0.73,104
3JJ5AR2N               ,AL3JJ5AR2N,182.8078,,LUG,1,250.4216,0.73,105
3JJ5AR4N,AL3JJ5AR4N,184.6947,,LUG,1,253.0064,0.73,105
3JJ5L                  ,AL3JJ5L,157.2037,,TERM ADAPTERS,1,215.3476,0.73,109
3JJ5L90,AL3JJ5L90,157.2037,,TERM ADAPTERS,1,215.3476,0.73,109
3JJ5U                  ,AL3JJ5U,144.8992,,MULT COUPLER,1,198.4920,0.73,116
3JJ6A2N                ,AL3JJ6A2N,294.8185,,LUG,1,403.8610,0.73,104
3JJ6A4N                ,AL3JJ6A4N,296.6138,,LUG,1,406.3202,0.73,104
3JJ6AR2N,AL3JJ6AR2N,225.4965,,LUG,1,308.8993,0.73,105
3JJ6AR4N               ,AL3JJ6AR4N,227.3833,,LUG,1,311.4840,0.73,105
3JJ6L                  ,AL3JJ6L,192.4479,,TERM ADAPTERS,1,263.6273,0.73,109
3JJ6L90                ,AL3JJ6L90,192.4479,,TERM ADAPTERS,1,263.6273,0.73,109
3JJ6U                  ,AL3JJ6U,167.0726,,MULT COUPLER,1,228.8665,0.73,116
3JJ7A2N                ,AL3JJ7A2N,442.8509,,LUG,1,606.6450,0.73,104
3JJ7A4N                ,AL3JJ7A4N,444.6577,,LUG,1,609.1201,0.73,104
3JJ7AR2N               ,AL3JJ7AR2N,365.6271,,LUG,1,500.8590,0.73,105
3JJ7AR4N               ,AL3JJ7AR4N,365.6271,,LUG,1,500.8590,0.73,105
3JJ7L                  ,AL3JJ7L,303.8182,,TERM ADAPTERS,1,416.1893,0.73,109
3JJ7L90,AL3JJ7L90,303.8182,,TERM ADAPTERS,1,416.1893,0.73,109
3JJ7U                  ,AL3JJ7U,254.6342,,MULT COUPLER,1,348.8140,0.73,116
3JJ8A2N,AL3JJ8A2N,584.1478,,LUG,1,800.2025,0.73,104
3JJ8A4N,AL3JJ8A4N,585.9546,,LUG,1,802.6776,0.73,104
3JJ8AR2N,AL3JJ8AR2N,447.8596,,LUG,1,613.5064,0.73,105
3JJ8AR4N,AL3JJ8AR4N,449.7465,,LUG,1,616.0912,0.73,105
3JJ8L,AL3JJ8L,415.9089,,TERM ADAPTERS,1,569.7382,0.73,109
3JJ8L90,AL3JJ8L90,415.9089,,TERM ADAPTERS,1,569.7382,0.73,109
3JJ8U,AL3JJ8U,319.0160,,MULT COUPLER,1,437.0082,0.73,116
3P4A4N                 ,AL3P4A4N,298.6493,,LUG,1,409.1087,0.73,107
3P4A4N90,AL3P4A4N90,389.2757,,LUG,1,533.2543,0.73,107
3P5A4N                 ,AL3P5A4N,382.6202,,LUG,1,524.1372,0.73,107
3P5A4N90               ,AL3P5A4N90,452.3309,,LUG,1,619.6314,0.73,107
3P6A4N                 ,AL3P6A4N,485.2994,,LUG,1,664.7938,0.73,107
3P6A4N90,AL3P6A4N90,572.0149,,LUG,1,783.5820,0.73,107
3P7A4N                 ,AL3P7A4N,594.7257,,LUG,1,814.6927,0.73,107
3P7A4N90,AL3P7A4N90,677.9875,,LUG,1,928.7500,0.73,107
3P8A4N                 ,AL3P8A4N,803.6979,,LUG,1,1100.9561,0.73,107
3P8A4N90,AL3P8A4N90,940.2948,,LUG,1,1288.0751,0.73,107
3X6A4N                 ,AL3X6A4N,442.6908,,LUG,1,606.4258,0.73,110
4J4A2N,--,191.8990,,LUG,1,262.8754,0.73,101
--,AL4J4A2N,191.8990,,LUG,1,262.8754,0.73,101
4J4A4N                 ,--,193.7744,,LUG,1,265.4444,0.73,101
--,AL4J4A4N,193.7744,,LUG,1,265.4444,0.73,101
4J5A2N,AL4J5A2N,299.6672,,LUG,1,410.5030,0.73,101
4J5A4N                 ,AL4J5A4N,301.5540,,LUG,1,413.0876,0.73,101
4J5L                   ,AL4J5L,111.9305,,TERM ADAPTERS,1,153.3295,0.73,108
4J5L90,AL4J5L90,111.9305,,TERM ADAPTERS,1,153.3295,0.73,108
4J6A2N                 ,AL4J6A2N,362.0935,,LUG,1,496.0184,0.73,101
4J6A4N                 ,AL4J6A4N,363.9804,,LUG,1,498.6032,0.73,101
4J6L                   ,AL4J6L,137.5347,,TERM ADAPTERS,1,188.4037,0.73,108
4J6L90,AL4J6L90,137.5347,,TERM ADAPTERS,1,188.4037,0.73,108
4J7A2N                 ,AL4J7A2N,545.3815,,LUG,1,747.0979,0.73,101
4J7A4N                 ,AL4J7A4N,547.1769,,LUG,1,749.5574,0.73,101
4J7L,AL4J7L,216.3366,,TERM ADAPTERS,1,296.3515,0.73,108
4J7L90,AL4J7L90,216.3366,,TERM ADAPTERS,1,296.3515,0.73,108
4J8A2N,AL4J8A2N,725.5249,,LUG,1,993.8698,0.73,101
4J8A4N,AL4J8A4N,725.5249,,LUG,1,993.8698,0.73,101
4J8L                   ,AL4J8L,285.3384,,TERM ADAPTERS,1,390.8746,0.73,108
4J8L90,AL4J8L90,285.3384,,TERM ADAPTERS,1,390.8746,0.73,108
4JJ2U,--,61.9575,,MULT COUPLER,1,84.8732,0.73,116
--,AL4JJ2U,89.9973,,MULT COUPLER,1,123.2840,0.73,116
4JJ3U,--,89.9973,,MULT COUPLER,1,123.2840,0.73,116
4JJ4A2N,--,201.4477,,LUG,1,275.9557,0.73,104
--,AL4JJ4A2N,201.4477,,LUG,1,275.9557,0.73,104
4JJ4A4N                ,--,203.4946,,LUG,1,278.7598,0.73,104
--,AL4JJ4A4N,203.4946,,LUG,1,278.7598,0.73,104
4JJ4U,--,118.5061,,MULT COUPLER,1,162.3371,0.73,116
--,AL4JJ4U,118.5061,,MULT COUPLER,1,162.3371,0.73,116
4JJ5A2N                ,AL4JJ5A2N,314.6362,,LUG,1,431.0084,0.73,104
4JJ5A4N                ,AL4JJ5A4N,316.8204,,LUG,1,434.0005,0.73,104
4JJ5L                  ,AL4JJ5L,198.0056,,TERM ADAPTERS,1,271.2406,0.73,109
4JJ5L90                ,AL4JJ5L90,198.0056,,TERM ADAPTERS,1,271.2406,0.73,109
4JJ5U,AL4JJ5U,181.6413,,MULT COUPLER,1,248.8237,0.73,116
4JJ6A2N,AL4JJ6A2N,373.7691,,LUG,1,512.0125,0.73,104
4JJ6A4N                ,AL4JJ6A4N,382.1513,,LUG,1,523.4950,0.73,104
4JJ6L                  ,AL4JJ6L,243.4387,,TERM ADAPTERS,1,333.4777,0.73,109
4JJ6L90,AL4JJ6L90,243.4387,,TERM ADAPTERS,1,333.4777,0.73,109
4JJ6U,AL4JJ6U,221.8143,,MULT COUPLER,1,303.8552,0.73,116
4JJ7A2N,AL4JJ7A2N,572.3464,,LUG,1,784.0362,0.73,104
4JJ7A4N                ,AL4JJ7A4N,574.5192,,LUG,1,787.0126,0.73,104
4JJ7L,AL4JJ7L,383.8666,,TERM ADAPTERS,1,525.8447,0.73,109
4JJ7L90,AL4JJ7L90,383.8666,,TERM ADAPTERS,1,525.8447,0.73,109
4JJ7U,AL4JJ7U,332.7271,,MULT COUPLER,1,455.7905,0.73,116
4JJ8A2N,AL4JJ8A2N,759.7513,,LUG,1,1040.7552,0.73,104
4JJ8A4N                ,AL4JJ8A4N,761.8669,,LUG,1,1043.6533,0.73,104
4JJ8L,AL4JJ8L,508.7995,,TERM ADAPTERS,1,696.9856,0.73,109
4JJ8L90,AL4JJ8L90,508.7995,,TERM ADAPTERS,1,696.9856,0.73,109
4JJ8U,AL4JJ8U,403.3756,,MULT COUPLER,1,552.5693,0.73,116
4P4A4N,AL4P4A4N,411.2889,,LUG,1,563.4095,0.73,107
4P4A4N90,AL4P4A4N90,498.6218,,LUG,1,683.0436,0.73,107
4P5A4N,AL4P5A4N,523.1396,,LUG,1,716.6296,0.73,107
4P5A4N90,AL4P54N90,634.2010,,LUG,1,868.7686,0.73,107
4P6A4N,AL4P6A4N,618.6945,,LUG,1,847.5268,0.73,107
4P6A4N90,AL4P6A4N90,749.2650,,LUG,1,1026.3904,0.73,107
4P7A4N,AL4P7A4N,810.1933,,LUG,1,1109.8538,0.73,107
4P7A4N90,AL4P7A4N90,981.1768,,LUG,1,1344.0778,0.73,107
4P8A4N,AL4P8A4N,1041.0988,,LUG,1,1426.1627,0.73,107
4P8A4N90,AL4P8A4N90,1259.7110,,LUG,1,1725.6316,0.73,107
4X6A4N                 ,AL4X6A4N,613.9944,,LUG,1,841.0883,0.73,110
5JJ2U,--,75.7944,,MULT COUPLER,1,103.8280,0.73,116
--,AL5JJ2U,111.3017,,MULT COUPLER,1,152.4680,0.73,116
5JJ3U,--,111.3017,,MULT COUPLER,1,152.4680,0.73,116
5JJ4A4N                ,--,238.1899,,LUG,1,326.2876,0.73,104
--,AL5JJ4A4N,238.1899,,LUG,1,326.2876,0.73,104
5JJ4U,--,154.8481,,MULT COUPLER,1,212.1206,0.73,116
--,AL5JJ4U,154.8481,,MULT COUPLER,1,212.1206,0.73,116
5JJ5A4N,AL5JJ5A4N,364.6778,,LUG,1,499.5587,0.73,104
5JJ5U,AL5JJ5U,240.4541,,MULT COUPLER,1,329.3892,0.73,116
5JJ6A4N                ,AL5JJ6A4N,495.0196,,LUG,1,678.1091,0.73,104
5JJ6U                  ,AL5JJ6U,277.4251,,MULT COUPLER,1,380.0344,0.73,116
5JJ7A4N                ,AL5JJ7A4N,590.0257,,LUG,1,808.2544,0.73,104
5JJ7U,AL5JJ7U,421.4667,,MULT COUPLER,1,577.3517,0.73,116
5JJ8A4N                ,AL5JJ8A4N,786.0758,,LUG,1,1076.8162,0.73,104
5JJ8U,AL5JJ8U,531.3616,,MULT COUPLER,1,727.8926,0.73,116
F2NSP0,ALF2NSP0,147.1748,,STUD SPADE,1,201.6094,0.73,122
F2NSP1                 ,ALF2NSP1,158.9991,,STUD SPADE,1,217.8070,0.73,122
F2NSP2                 ,ALF2NSP2,164.8770,,STUD SPADE,1,225.8588,0.73,122
F2NSP3                 ,ALF2NSP3,186.9589,,STUD SPADE,1,256.1081,0.73,122
F2NSP4                 ,ALF2NSP4,245.7831,,STUD SPADE,1,336.6892,0.73,122
F2NSP5                 ,ALF2NSP5,251.5008,,STUD SPADE,1,344.5217,0.73,122
F4NSP0                 ,ALF4NSP0,158.1415,,STUD SPADE,1,216.6322,0.73,122
F4NSP1                 ,ALF4NSP1,167.7701,,STUD SPADE,1,229.8221,0.73,122
F4NSP2                 ,ALF4NSP2,175.5234,,STUD SPADE,1,240.4430,0.73,122
F4NSP3                 ,ALF4NSP3,198.7946,,STUD SPADE,1,272.3214,0.73,122
F4NSP4                 ,ALF4NSP4,263.8741,,STUD SPADE,1,361.4713,0.73,122
F4NSP5                 ,ALF4NSP5,266.5384,,STUD SPADE,1,365.1211,0.73,122
H33                    ,ALH33,81.6951,,BAR CLAMPS,1,111.9112,0.73,115
H44                    ,ALH44,115.1325,,BAR CLAMPS,1,157.7158,0.73,115
H54                    ,ALH54,270.6095,,BAR CLAMPS,1,370.6980,0.73,115
H55,ALH55,304.9960,,BAR CLAMPS,1,417.8028,0.73,115
H64                    ,ALH64,404.5534,,BAR CLAMPS,1,554.1828,0.73,115
H65                    ,ALH65,488.7530,,BAR CLAMPS,1,669.5246,0.73,115
H66,ALH66,526.8103,,BAR CLAMPS,1,721.6579,0.73,115
H84,ALH84,453.4268,,BAR CLAMPS,1,621.1326,0.73,115
H85,ALH85,535.1240,,BAR CLAMPS,1,733.0465,0.73,115
H86,ALH86,588.2990,,BAR CLAMPS,1,805.8890,0.73,115
H88,ALH88,659.3477,,BAR CLAMPS,1,903.2160,0.73,115
HJJ433                 ,ALHJJ433,137.5347,,BAR TAPS,1,188.4037,0.73,115
HJJ444                 ,ALHJJ444,165.0370,,BAR TAPS,1,226.0781,0.73,115
HJJ533,ALHJJ533,168.3991,,BAR TAPS,1,230.6837,0.73,115
HJJ544,ALHJJ544,204.8212,,BAR TAPS,1,280.5769,0.73,115
HJJ633                 ,ALHJJ633,178.1879,,BAR TAPS,1,244.0930,0.73,115
HJJ644                 ,ALHJJ644,214.4498,,BAR TAPS,1,293.7668,0.73,115
HJJ733,ALHJJ733,237.8697,,BAR TAPS,1,325.8490,0.73,115
HJJ744,ALHJJ744,275.5497,,BAR TAPS,1,377.4653,0.73,115
HJJ833,ALHJJ833,252.5986,,BAR TAPS,1,346.0255,0.73,115
HJJ844,ALHJJ844,290.5873,,BAR TAPS,1,398.0648,0.73,115
HP433,ALHP433,169.3368,,BAR TAPS,1,231.9682,0.73,115
HP444,ALHP444,197.0679,,BAR TAPS,1,269.9561,0.73,115
HP533,ALHP533,192.9968,,BAR TAPS,1,264.3792,0.73,115
HP544,ALHP544,220.0991,,BAR TAPS,1,301.5056,0.73,115
HP633,ALHP633,207.4856,,BAR TAPS,1,284.2268,0.73,115
HP644,ALHP644,235.1366,,BAR TAPS,1,322.1050,0.73,115
HP733,ALHP733,242.2610,,BAR TAPS,1,331.8643,0.73,115
HP744,ALHP744,269.9920,,BAR TAPS,1,369.8520,0.73,115
HP833,ALHP833,288.2317,,BAR TAPS,1,394.8379,0.73,115
HP844,ALHP844,315.8827,,BAR TAPS,1,432.7160,0.73,115
J0A,--,6.8155,,LUG,1,9.3364,0.73,100
J1A                    ,--,7.2043,,LUG,1,9.8689,0.73,100
J2A                    ,--,11.3555,,LUG,1,15.5555,0.73,100
--,ALJ2A,17.4620,,LUG,1,23.9206,0.73,100
