Pricing File,,,,,,,,,,,,,,,,,,,,,
Region Pricing 250,IG2240-PK,"SMART GUARD, PLASTIC VERSION",078275148703,0,,20220404,99999999,USD,1,153.34,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG2280-IM,120/240 1 PHASE SPD,078275146112,0,,20220404,99999999,USD,1,233.59,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG2280-OM,120/240 1 PHASE SPD,078275146129,0,,20220404,99999999,USD,1,238.75,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG2280-P,120/240 1 PHASE SPD,078275146105,0,,20220404,99999999,USD,1,413.86,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG3240FMP33,FLUSH MOUNT PLATE,078275125346,0,,20220404,99999999,USD,1,15.61,0,0,0,0,0,0,0,0,,,
Customer Discount,IG3240RC3,120/240 SPD W/METAL CASE,078275124400,0,D2,20220404,20221231,USD,1,175.81,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-CMP-DT-LV,OCC SENS CEILING DUAL TECH LOW,078275148376,0,,20220404,99999999,USD,1,75.5,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-CMP-DT-U,OCC SENS CEILING DUAL TECH LIN,078275148383,0,,20220404,99999999,USD,1,75.49,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-CMP-LV,CEILING OCCUPANCY SENSOR,078275139909,0,,20220404,99999999,USD,1,42.71,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-CMP-U,CEILING OCCUPANCY SENSOR,078275139916,0,,20220404,99999999,USD,1,49.82,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DDR-WH,OCCUPANCY SENSOR,078275125568,0,,20220404,99999999,USD,1,49.82,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DOV-DT-WH,OCC SENS IN-WALL DUAL TECH LIN,078275148369,0,,20220404,99999999,USD,1,70.72,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DOV-IV,OCCUPANCY SENSOR,078275125216,0,,20220404,99999999,USD,1,22.05,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DOV-NL-IV,OCCUPANCY SENSOR W/NIGHT LIGHT,078275125582,0,,20220404,99999999,USD,1,23.79,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DOV-NL-WH,OCCUPANCY SENSOR W/NIGHT LIGHT,078275125575,0,,20220404,99999999,USD,1,22.93,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DOV-WH,OCCUPANCY SENSOR,078275125209,0,,20220404,99999999,USD,1,22.02,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DPBIF-WH,OCCUPANCY SENSOR,078275125254,0,,20220404,99999999,USD,1,16.38,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DPBIMF-WH,OCCUPANCY SENSOR,078275125315,0,,20220404,99999999,USD,1,13.89,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DPBV-WH,VACANCY ONLY IN-WALL SENSOR,078275149076,0,,20220404,99999999,USD,1,15.2,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DSIF-IV,OCCUPANCY SENSOR,078275125223,0,,20220404,99999999,USD,1,16.38,0,0,0,0,0,0,0,0,,,
Customer Discount,IOS-DSIF-WH,OCCUPANCY SENSOR,078275125230,0,D2,20220404,20221231,USD,1,16.22,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DSIMF-IV,OCCUPANCY SENSOR,078275125285,0,,20220404,99999999,USD,1,13.89,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DSIMF-WH,OCCUPANCY SENSOR,078275125292,0,,20220404,99999999,USD,1,13,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DSR-IV,OCCUPANCY SENSOR,078275125193,0,,20220404,99999999,USD,1,37.74,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-DSR-WH,OCCUPANCY SENSOR,078275125186,0,,20220404,99999999,USD,1,37.29,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-HB-U,CEILING OCCUPANCY SENSOR,078275139923,0,,20220404,99999999,USD,1,48.38,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IOS-PP24,CEILING OC SENSOR PWR PCK,078275139930,0,,20220404,99999999,USD,1,35.58,0,0,0,0,0,0,0,0,,,
Region Pricing 250,KM2ST-1G,"IN-WALL TIMER,1 GANG",078275153660,0,,20220404,99999999,USD,1,29.85,0,0,0,0,0,0,0,0,,,
Region Pricing 250,KM2ST-2D,"IN-WALL TIMER,2 GANG DECORA",078275153707,0,,20220404,99999999,USD,1,47.12,0,0,0,0,0,0,0,0,,,
Region Pricing 250,KM2ST-2G,"IN-WALL TIMER,2 GANG",078275153714,0,,20220404,99999999,USD,1,47.12,0,0,0,0,0,0,0,0,,,
Customer Discount,KM2ST-3G,"IN-WALL TIMER,3 GANG",078275153721,0,D2,20220404,20221231,USD,1,47.4,0,0,0,0,0,0,0,0,,,
Region Pricing 250,KM2STU-1G,"IN-WALL TMR,1 GANG,3 WAY",078275153738,0,,20220404,99999999,USD,1,30.54,0,0,0,0,0,0,0,0,,,
Region Pricing 250,KPT0170-010,"POWERTAP,TL,7PIN,120V, 15A",078275150096,0,,20220404,99999999,USD,1,74.48,0,0,0,0,0,0,0,0,,,
Region Pricing 250,KPT1170-010,POWERTAP DUSK-TO-DAWN,078275150614,0,,20220404,99999999,USD,1,99.71,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K121,RECEPTACLE-TWIST LOCK (12),078275045408,0,,20220404,99999999,USD,1,9.15,0,0,0,0,0,0,0,0,,,
Customer Discount,K121-30,RECEPTACLE-TWIST LOCK (50),078275107175,0,D2,20220404,20221231,USD,1,7.78,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K122,RECEPTACLE-TWIST LOCK W/BRKT,078275501201,0,,20220404,99999999,USD,1,18.37,0,0,0,0,0,0,0,0,,,
Customer Discount,K171H,RECEPTACLE-TWIST LOCK W/DIM,078275148581,0,D2,20220404,20221231,USD,1,14.11,0,0,0,0,0,0,0,0,,,
Customer Discount,K4021C,PHOTO CONTRL,078275002005,0,D2,20220404,20221231,USD,1,8.3,0,0,0,0,0,0,0,0,,,
Customer Discount,K4023C,PHOTO CNTROL,078275029576,0,D2,20220404,20221231,USD,1,13.28,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K4027,PHOTO CONTROL THERMAL 347,078275091672,0,,20220404,99999999,USD,1,20.15,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K4035,PHOTO CONTROL THERMAL 480,078275530041,0,,20220404,99999999,USD,1,26.64,0,0,0,0,0,0,0,0,,,
Customer Discount,K4121C,PHOTO CONTROL THRML,078275002012,0,D2,20220404,20221231,USD,1,9.33,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K4123C,PHOTO CNTRL 208/277V CLAM,078275029590,0,,20220404,99999999,USD,1,18.24,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K4127,PHOTO CONTROL THERMAL 347,078275091689,0,,20220404,99999999,USD,1,20.98,0,0,0,0,0,0,0,0,,,
Customer Discount,K4135,PHOTO CNTRL THERMAL 480V,078275042872,0,D2,20220404,20221231,USD,1,22.71,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K4141C,PHOTO CNTRL HI AMP IN CLM,078275029583,0,,20220404,99999999,USD,1,21.68,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K42-SW-A,KP-SWIVEL ASSY ACCESSORIES,078275124998,0,,20220404,99999999,USD,1,1.57,0,0,0,0,0,0,0,0,,,
Customer Discount,K4221C,PHOTO CONTROL-THRML,078275002029,0,D2,20220404,20221231,USD,1,9.01,0,0,0,0,0,0,0,0,,,
Customer Discount,K4223C,P/C THERMAL 208/277 VOLT,078275056954,0,D2,20220404,20221231,USD,1,13.92,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K4227,PHOTO CONTROL THERMAL,078275091696,0,,20220404,99999999,USD,1,22.3,0,0,0,0,0,0,0,0,,,
Customer Discount,K4235,PHOTO CNTRL THERMAL 480V,078275042889,0,D2,20220404,20221231,USD,1,24.46,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K4236C,PHOTO CNTROL,078275029606,0,,20220404,99999999,USD,1,21.3,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K4251,PCELL-SWV THN 120V,078275067752,0,,20220404,99999999,USD,1,12.6,0,0,0,0,0,0,0,0,,,
Customer Discount,K4253,PCELL-SWV THN 208/277V,078275067769,0,D2,20220404,20221231,USD,1,15.74,0,0,0,0,0,0,0,0,,,
Customer Discount,K43-WP-KIT,"KIT-WALL PLATE,P/C",078275148321,0,D2,20220404,20221231,USD,1,1.91,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K4321C,PHOTO CONTROL,078275002036,0,,20220404,99999999,USD,1,10.87,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K4421M,"METAL PHOTOCONTROL,120V",078275105997,0,,20220404,99999999,USD,1,13.47,0,0,0,0,0,0,0,0,,,
Region Pricing 250,K4423M,"METAL PHOTOCONTROL,208/277V",078275106000,0,,20220404,99999999,USD,1,15.06,0,0,0,0,0,0,0,0,,,
Customer Discount,LC2100,"PHOTOCONTROL,MULTIVOLT THERMAL",078275148826,0,D2,20220404,20221231,USD,1,10.11,0,0,0,0,0,0,0,0,,,
Customer Discount,LC4521C,PHOTO CONTROL,078275002043,0,D2,20220404,20221231,USD,1,7.74,0,0,0,0,0,0,0,0,,,
Customer Discount,LC4521LA,PHOTO CONTROL 120V-TL,078275002661,0,D2,20220404,20221231,USD,1,9.19,0,0,0,0,0,0,0,0,,,
Customer Discount,LC4523,PHOTO CNTRL 208-277V (S01,078275700611,0,D2,20220404,20221231,USD,1,11.4,0,0,0,0,0,0,0,0,,,
Region Pricing 250,LC4523LA,PHOTO CONTROL 208-277V-TL,078275022713,0,,20220404,99999999,USD,1,16.49,0,0,0,0,0,0,0,0,,,
Customer Discount,LC4527,PHOTO CONTROL 347V,078275091702,0,D2,20220404,20221231,USD,1,12.15,0,0,0,0,0,0,0,0,,,
Region Pricing 250,LC4535,PHOTO CONTROL 480V-TL,078275002678,0,,20220404,99999999,USD,1,19.89,0,0,0,0,0,0,0,0,,,
Customer Discount,LC4535LA,PHOTO CONTROL 480V-TL,078275002685,0,D2,20220404,20221231,USD,1,20.62,0,0,0,0,0,0,0,0,,,
Customer Discount,LC4536C,PHOTO CNTROL,078275029552,0,D2,20220404,20221231,USD,1,10.56,0,0,0,0,0,0,0,0,,,
Region Pricing 250,LC4536LAC,"INSTRUCTS,PACKAGING,LC4536LAC",078275029569,0,,20220404,99999999,USD,1,16.42,0,0,0,0,0,0,0,0,,,
Region Pricing 250,LED4536SC,LED PHOTO CONTROL 120-277V,078275143647,0,,20220404,99999999,USD,1,19.47,0,0,0,0,0,0,0,0,,,
Region Pricing 250,LED4537SC,"PHOTCONT-ELEC,8AEBLST,347-480V",078275148987,0,,20220404,99999999,USD,1,22.41,0,0,0,0,0,0,0,0,,,
Region Pricing 250,LGLBL,"LABEL-LIGHT SHIELD,P/C",078275148819,0,,20220404,99999999,USD,1,0.28,0,0,0,0,0,0,0,0,,,
Region Pricing 250,LS1,LIGHT SENSOR,614573058506,0,,20220404,99999999,USD,1,53.11,0,0,0,0,0,0,0,0,,,
Region Pricing 250,LS2,"LIGHT SENSOR,HIGH RANGE",614573058599,0,,20220404,99999999,USD,1,53.35,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F11S1DG1,100KA 1PH 120/240 SPD,078275151833,0,,20220404,99999999,USD,1,379.38,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F11S1DG2,100KA 1PH 120/240 SPD A,078275151840,0,,20220404,99999999,USD,1,417.15,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F13N4DG1,100KA 3PH D 440-480 SPD,078275151871,0,,20220404,99999999,USD,1,462.07,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F13N4DG2,100KA 3PH D 440-480 SPD A,078275151888,0,,20220404,99999999,USD,1,490.69,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F13Y1DG1,100KA 3PH Y 120/208 SPD,078275151918,0,,20220404,99999999,USD,1,439.44,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F13Y1DG2,100KA 3PH Y 120/208 SPD A,078275151925,0,,20220404,99999999,USD,1,462.09,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F13Y2DG1,100KA 3PH Y 277/480 SPD,078275151956,0,,20220404,99999999,USD,1,439.44,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F13Y2DG2,100KA 3PH Y 277/480 SPD A,078275151963,0,,20220404,99999999,USD,1,462.09,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F13Y3DG1,100KA 3PH Y 347/600 SPD,078275151994,0,,20220404,99999999,USD,1,439.44,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F13Y3DG2,100KA 3PH Y 347/600 SPD A,078275152007,0,,20220404,99999999,USD,1,462.09,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F23D1DG1,100KA 3PH HLD 120/240 SPD,078275151857,0,,20220404,99999999,USD,1,439.44,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F23D1DG2,100KA 3PH HLD 120/240 SPD A,078275151864,0,,20220404,99999999,USD,1,488.49,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F23N4DG1,100KA 3PH D 440-480 SPD,078275151895,0,,20220404,99999999,USD,1,547.55,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F23N4DG2,100KA 3PH D 440-480 SPD A,078275151901,0,,20220404,99999999,USD,1,570.57,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F23Y1DG1,100KA 3PH Y 120/208 SPD,078275151932,0,,20220404,99999999,USD,1,473.02,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F23Y1DG2,100KA 3PH Y 120/208 SPD A,078275151949,0,,20220404,99999999,USD,1,497.08,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F23Y2DG1,100KA 3PH Y 277/480 SPD,078275151970,0,,20220404,99999999,USD,1,473.02,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L10F23Y2DG2,100KA 3PH Y 277/480 SPD A,078275151987,0,,20220404,99999999,USD,1,497.08,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F13D1DG1,50KA 3 PH HLD 120/240 SPD,078275151710,0,,20220404,99999999,USD,1,260.36,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F13D1DG2,50KA 3 PH HLD 120/240 SPD A,078275151727,0,,20220404,99999999,USD,1,320.32,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F13Y1DG1,50 KA 3 PH Y 120/208 SPD,078275151734,0,,20220404,99999999,USD,1,260.36,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F13Y1DG2,50KA 3 PH Y 120/208 SPD  A,078275151741,0,,20220404,99999999,USD,1,320.32,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F13Y2DG1,50KA 3 PH Y 277/480 SPD,078275151772,0,,20220404,99999999,USD,1,260.36,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F13Y2DG2,50 KA 3PH Y 277/480 SPD A,078275151789,0,,20220404,99999999,USD,1,320.32,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F13Y3DG1,50 KA 3PH Y 347/600 SPD,078275151819,0,,20220404,99999999,USD,1,260.36,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F13Y3DG2,50KA 3PH Y 347/600 SPD A,078275151826,0,,20220404,99999999,USD,1,320.32,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F21S1DG1,50KA 1 PH 120/240 SPD,078275151697,0,,20220404,99999999,USD,1,253.24,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F21S1DG2,50KA 1 PH 120/240 SPD  A,078275151703,0,,20220404,99999999,USD,1,315.74,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F23Y1DG1,50KA 3 PH Y 120/208 SPD,078275151758,0,,20220404,99999999,USD,1,327.33,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F23Y1DG2,50KA 3 PH Y 120/208 SPD A,078275151765,0,,20220404,99999999,USD,1,399.4,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F23Y2DG1,50 KA 3PH Y 277/480 SPD,078275151796,0,,20220404,99999999,USD,1,327.33,0,0,0,0,0,0,0,0,,,
Region Pricing 250,L5F23Y2DG2,50 KA 3PH Y 277/480 SPD A,078275151802,0,,20220404,99999999,USD,1,399.4,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MB-DIN,DIN RAIL MTG BASE FOR FM2D50,078275122956,0,,20220404,99999999,USD,1,8.55,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MB-48V,HSG-BASE MNTG UWZ48V SER (S),,0,,20220404,99999999,USD,1,7.91,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72AQTUZ-240,"TIME SW,CLOCK FACE,QTZ,24 HOUR",078275153295,0,,20220404,99999999,USD,1,87.41,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72AQTUZH-120,"TIME SW,CLOCK FACE,QTZ,24 HOUR",078275153318,0,,20220404,99999999,USD,1,91.04,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72AQWUZH-120,"TIME SW,CLOCK FACE,QTZ,7 DAY",078275153325,0,,20220404,99999999,USD,1,126.67,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72ASTUZ-120,"TIME SWITCH,CLOCK FACE,24 HOUR",078275153349,0,,20220404,99999999,USD,1,43.79,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72ASTUZ-240,"TIME SWITCH,CLOCK FACE,24 HOUR",078275153356,0,,20220404,99999999,USD,1,45.53,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72ASTUZH-120,"TIME SWITCH,CLOCK FACE,24 HOUR",078275153363,0,,20220404,99999999,USD,1,46.39,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72ASTUZH-24,"TIME SWITCH,CLOCK FACE,24 HOUR",078275153370,0,,20220404,99999999,USD,1,47.36,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72ASTUZH-240,"TIME SWITCH,CLOCK FACE,24 HOUR",078275153387,0,,20220404,99999999,USD,1,47.38,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72ASWUZH-120,"TIME SWITCH,CLOCK FACE,7 DAY",078275153400,0,,20220404,99999999,USD,1,79.58,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72EQTUZ-24,"TIME SW,CLOCK FACE,QTZ,24 HOUR",078275153417,0,,20220404,99999999,USD,1,78.67,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72EQTUZH-120,"TIME SW,CLOCK FACE,QTZ,24 HOUR",078275153424,0,,20220404,99999999,USD,1,82.39,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72EQWUZH-120,"TIME SW,CLOCK FACE,QTZ,7 DAY",078275153431,0,,20220404,99999999,USD,1,86.95,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72ESTUZ-120,"TIME SWITCH,CLOCK FACE,24 HOUR",078275153448,0,,20220404,99999999,USD,1,44.66,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72ESTUZ-240,"TIME SWITCH,CLOCK FACE,24 HOUR",078275153455,0,,20220404,99999999,USD,1,45.53,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72ESTUZH-120,"TIME SWITCH,CLOCK FACE,24 HOUR",078275153462,0,,20220404,99999999,USD,1,50.12,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72ESWUZH-120,"TIME SWITCH,CLOCK FACE,7 DAY",078275153479,0,,20220404,99999999,USD,1,82.03,0,0,0,0,0,0,0,0,,,
Region Pricing 250,MIL72ESWUZH-240,"TIME SWITCH,CLOCK FACE,7 DAY",078275153486,0,,20220404,99999999,USD,1,83.05,0,0,0,0,0,0,0,0,,,
Region Pricing 250,NF10KL,"PHOTCONT-ELEC,6A,120-277V,NC",078275151123,0,,20220404,99999999,USD,1,12.52,0,0,0,0,0,0,0,0,,,
Region Pricing 250,OK4500R,"OPEN CAP,ANSI",078275151239,0,,20220404,99999999,USD,1,3.83,0,0,0,0,0,0,0,0,,,
Region Pricing 250,OK4500RJ,"OPEN CAP-ANSI, 50 PC BULK",078275151253,0,,20220404,99999999,USD,1,174.9,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PA102,THERMOSTAT-RELAY ASSM,078275097001,0,,20220404,99999999,USD,1,69.72,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PA114,MOUNTING BRACKET,078275098954,0,,20220404,99999999,USD,1,5.16,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PA115,25 OFF TRIPPERS/SCREWS (ND),078275099852,0,,20220404,99999999,USD,1,12.8,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PA117,REPLACEMENT LATCH KIT (25),078275104693,0,,20220404,99999999,USD,1,9.65,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PA119,COMBOCONNECT BRACKET,078275149397,0,,20220404,99999999,USD,1,7.37,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PA122,WATER TEMP SENSOR,078275107366,0,,20220404,99999999,USD,1,48,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB313E,"ELEC TMR,16A 120V W/BAT",078275077010,0,,20220404,99999999,USD,1,33.74,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB313EK,120V/24HR ELEC TMR KIT,078275088191,0,,20220404,99999999,USD,1,41.38,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB314E,"ELEC TMR,16A 240V W/BAT",078275077027,0,,20220404,99999999,USD,1,33.74,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB314EK,240V/24HR ELEC TMR KIT,078275088207,0,,20220404,99999999,USD,1,41.38,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB373E,"ELEC TMR,20A,120V W/BAT",078275065642,0,,20220404,99999999,USD,1,33.74,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB374E,20 A ELECTRONIC TIMER,078275070271,0,,20220404,99999999,USD,1,33.74,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB873MKZ,7 DAY (Q/C) TIMER W/O OVR,078275701489,0,,20220404,99999999,USD,1,27.97,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB913N,24HR(Q/C)TMR W/O OVRD(36),999999999993,0,,20220404,99999999,USD,1,26.88,0,0,0,0,0,0,0,0,,,
Customer Discount,PB913N66,24HR(Q/C)TMR W/OVRD-120V,099999999990,0,D2,20220404,20221231,USD,1,30.99,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB913N84,24 HR TMR W/OVRD 120V,999999999993,0,,20220404,99999999,USD,1,22.39,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB914N,24HR(Q/C)TMR W/O OVRD(36),999999999993,0,,20220404,99999999,USD,1,29.91,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB914N66,24HR(Q/C)TMR W/OVRD-240V,099999999990,0,,20220404,99999999,USD,1,32.7,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PB914N84,24 HR TMR W/OVRD 240V,078275125551,0,,20220404,99999999,USD,1,21.36,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE103,"4 CIR TMR,MTL CASE",078275199545,0,,20220404,99999999,USD,1,164.64,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE140,MOTORIZED VALVE CONTROL,078275125049,0,,20220404,99999999,USD,1,181.1,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE153,"3 CIR TMR,MTL CASE",078275092358,0,,20220404,99999999,USD,1,254.96,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE153F,"3 CIR TMR,FRZ,MTL CASE",078275092365,0,,20220404,99999999,USD,1,325.41,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE153P,"3 CIR TMR,PTLC CASE",078275092396,0,,20220404,99999999,USD,1,244.76,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE153PF,"3 CIR TMR,FRZ,PTLC CASE",078275092402,0,,20220404,99999999,USD,1,344.72,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE20000,EMPTY PE20000 SER ENCL,078275107311,0,,20220404,99999999,USD,1,108.44,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE21RLY,120V RELAY KIT,078275146037,0,,20220404,99999999,USD,1,43.08,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE24VA,24 VOLT VALVE ACTUATOR,078275091078,0,,20220404,99999999,USD,1,94.69,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE25065RC,60A KIT MULTIWAVE ECS SYSTEM,078275145511,0,,20220404,99999999,USD,1,656.51,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE25300,60 AMP PANEL W/P1353ME,078275086579,0,,20220404,99999999,USD,1,426.37,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE25300F,60 AMP PANEL W/P1353ME &FREEZE,078275091986,0,,20220404,99999999,USD,1,479.41,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE30000,EMPTY PE30000 SER ENCL,078275107328,0,,20220404,99999999,USD,1,207.33,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE30000T3,ENCL ASSY - PE30000T3,078275139961,0,,20220404,99999999,USD,1,211.47,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE30065RC,80A MULTIWAVE KIT POOL OR SPA,078275125377,0,,20220404,99999999,USD,1,651.87,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE30065RCT3,80A ENCLOSURE KIT W/ RADIO CON,078275143265,0,,20220404,99999999,USD,1,560.01,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE35065RC,80 AMP MULTIWAVE ECS PLUS KIT,078275145498,0,,20220404,99999999,USD,1,890.74,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE35300,80 AMP PANEL W/P1353ME,078275105331,0,,20220404,99999999,USD,1,450.79,0,0,0,0,0,0,0,0,,,
Region Pricing 250,PE653,5 CIR RC TIMER,078275127807,0,,20220404,99999999,USD,1,292.09,0,0,0,0,0,0,0,0,,,
